id,name,address,status,zip,phone,fax,lat,lon,stars,seoname
263799,Shoresh Green Hills Family Suites Hotel Jerusalem K.chain,MOSHAV SHORESH,1,90860,972 3 5608118,972 3 5607710,31.79520035,35.06700134,3,shoresh-country-lodging-kchain-263799
263800,SHEFAYIM KIBBUTZ HOTEL K.chain,KIBBUTZ SHEFAYIM,1,60990,972 3 5608118,972 3 5607710,32.21569824,34.8219986,4,shefayim-kibbutz-hotel-kchain-263800
263801,RAMAT RACHEL KIBBUTZ HOTEL K.chain,KIBBUTZ RAMAT RACHEL,1,90900,972 3 5608118,972 3 5607710,31.73769951,35.2179985,4,ramat-rachel-kibbutz-hotel-kchain-263801
263820,27 Montefiore ApartHotel,"MONTEFIORE 27, TEL AVIV",1,65793,97235255964,97235255944,32.06549835,34.77280045,4,27-montefiore-aparthotel-263820
264523,Residence Suites,"5 Yona Ha -Navi,Tel Aviv,Israel",1,,972-3-5102310,9.73E+11,32.07289886,34.76539993,4,residence-suites-264523
264774,Ginosar  Nof and Village  K.chain,KIBBUTZ GINOSAR,1,14980,972 3 5608118,972 3 5607710,32.84400177,35.52370071,4,ginosar-nof-and-village-kchain-264774
264930,ALMA BOUTIQUE HOTEL,"67, Dizengof st.",1,42438,09- 9736000,09- 9736001,32.32590103,34.85200119,3,alma-boutique-hotel-264930
265034,West Boutique Ashdod,"HATAYELET 21, ASHDOD",1,77222,97299520808,9.73E+11,31.80970001,34.6391983,5,west-boutique-ashdod-265034
265483,Leonardo Club Hotel Eilat,"Kampen St, Eilat, Israel",1,88103,972-8-6363636,972-3-9181902,29.55730057,34.96229935,4,leonardo-club-hotel-eilat-265483
265496,MIZPE YAM,1 Jabotinski Street,1,42277,972-9-8623730,972-9-8623730,32.32500076,34.84999847,3,mizpe-yam-265496
265498,Ginot Yam,9 David Hamelech St.,1,,972-9-8341007,972-9-8615722,32.33269882,34.85110092,3,ginot-yam-265498
265531,Carmel Hotel Holiday Apartments,Oved Ben Ami 2,1,42205,522534948,9.72E+13,32.31779861,34.84669876,3,carmel-hotel-holiday-apartments-265531
266402,GAG HAGALIL,"HAHALONIM 183 ,AMIRIM 201150",1,,052-2374266,,32.93880081,35.45489883,3,gag-hagalil-266402
266403,GAN VRADIM HOTEL,"MIZPE MENACHEM 86 ,AMIRIM 2011500",1,,04-6990919,04-6990919,32.93600082,35.45489883,3,gan-vradim-hotel-266403
266589,GARDEN,"KDOSHEY YASI 2, HAIFA, IL",1,,-6949982,-6949990,32.79090118,34.96459961,5,garden-266589
266622,ALIYAH RETURN CENTER GUESTHOUSE,"YOHANAN BEN ZAKAI 3 ,TIBERIAS 1410000",1,,04-825-5504,,32.78879929,35.53850174,3,aliyah-return-center-guesthouse-266622
266627,ARAZIM COMPLEX,"HASHOMER 47, TIBERIAS, IL",1,,04-6715330,972-77-5600314,32.79869843,35.52750015,3,arazim-complex-266627
266628,GOLDEN CROWN OLD CITY HOTEL,"GALIL 15, NAZARETH, IL",1,,04-6511000,972-4-6508070,32.70569992,35.30379868,3,golden-crown-old-city-hotel-266628
266629,CANAAN SPA HOTEL,"HAGDOD  HASHLISHI  STREET . ,SAFED 13300",1,,04-6993000,972-4-6993008,32.97079849,35.50590134,5,canaan-spa-hotel-266629
266630,KARO MANSION,"TARPAT 40 ,SAFED 1324915",1,,972-52-7149134,,32.96839905,35.49229813,3,karo-mansion-266630
266631,HAMETSUDA,"JERUSALEM STREET 37 ,SAFED 13203",1,,04-627-2666,,32.96829987,35.49359894,3,hametsuda-266631
266634,JORDAN VALLEY VACATION APARTMENT,"MISHOL HADROR 48  MENAHAMIA ,TIBERIAS 14945",1,,050-7444840,,32.66059875,35.55599976,3,jordan-valley-vacation-apartment-266634
266636,THE GALILEE CABIN,"ARBEL ,TIBERIAS 15282",1,,050-626-7409,972-4-6792250,32.81060028,35.4836998,2,the-galilee-cabin-266636
266637,AVIGAIL GUEST HOUSE,YAVNEEL,1,,04-670-8307,972-3-5298335,32.70660019,35.49969864,3,avigail-guest-house-266637
266638,VILLA ROCA TIBERIAS,"HAGALIL 24 ,TIBERIAS 1410101",1,,04-6206464,,32.78609848,35.53979874,3,villa-roca-tiberias-266638
266813,Hof,"Kikar HaAtsmaut, 9",1,,03-6550000,,32.33060074,34.85169983,3,hof-266813
266818,Metropolitan Suites,11 Trumpeldor St.,1,63803,972-3-5192727,972-3-5172626,32.07569885,34.76760101,4,metropolitan-suites-266818
266836,Leonardo Ashkelon,11 Golani Street,1,78480,+972 8 911 1111,97239181989,31.6644001,34.57109833,0,leonardo-ashkelon-266836
266841,Villa Ba Moshava by Brown (Formerly Arcadia Ba'Moshava Jerusalem),13 Yehoshua Bin Nun St.,1,9314531,97225423000,03-6574869,31.7621994,35.21680069,2,brown-ha-moshava-266841
266956,Eyal Hotel,Shamai st.21,1,,03-6550000,03-6574869,31.78120041,35.21900177,4,eyal-hotel-266956
266966,Vert Hotel Eilat [ex. Crowne Plaza Eilat],1 North Beach | PO Box 1666,1,88000,-6366813,36574869,29.54999924,34.94990158,4,crowne-plaza-266966
267030,Villa Nazareth Hotel,Mary's Well Square 6056/1,1,16000,+972-(0)4-6000569,972-4-6001572,32.70740128,35.30120087,3,villa-nazareth-hotel-267030
267032,Blue Sea Marble,58 Hayarkon Street,1,,-5405475,97235406422,32.07450104,34.76660156,3,blue-sea-marble-267032
267034,Shenkin,Brenner St 21,1,,972-3-6009400,972-3-6009401,32.06880188,34.77270126,0,shenkin-267034
267035,Snir Boutique,Kibbutz Snir,1,1225000,+972 4-695-2508,,33.23910141,35.67549896,0,snir-boutique-267035
267048,East New Imperial Hotel,P.O.BOX 14085 OLD CITY - JAFFA GATE,1,9114002,97226282261,97226271530,31.77680016,35.22809982,0,east-new-imperial-hotel-267048
267075,Abratel Suites Hotel,3 Geula Str.,1,,03-6550000,03-6574869,32.07239914,34.76499939,3,abratel-suites-hotel-267075
275521,Benjamin Herzliya Business Hotel,Hamda 4,1,46733,97239736666,97239736656,32.16630173,34.81259918,4,benjamin-herzliya-business-hotel-275521
275525,City Center Apartments,Hehaluts 45 (Check in at Hehaluts 35),1,33113,054-837-1342,972-77-4320149,32.81079865,34.99909973,3,city-center-apartments-275525
275706,"The Ritz-Carlton, Herzliya",4 Hashunit Street,1,46555,97293735555,97293735555,32.16360092,34.79769897,5,the-ritz-carlton-herzliya-275706
276509,"Hotel Olive Darius Resort (by Olive), ex. Kinneret Village",Kinneret,1,15105,46750202,972-4-6752277,32.72119904,35.56549835,3,kinneret-village-276509
276560,Check In TLV,various addresses,1,,,,32.08530045,34.78179932,4,check-in-tlv-276560
278721,Leonardo Plaza Netanya,Ussishkin St 1,1,,36550000,36574869,32.33000183,34.85139847,5,leonardo-plaza-netanya-278721
278725,Paradiso Lifestyle Hotel,"Shulamit 3, Ramat Poleg",1,,36550000,36574869,32.270401,34.83769989,4,paradiso-lifestyle-hotel-278725
278744,Soleil Boutique,Tarshish St 12,1,,03-6550000,03-6574869,29.55109978,34.95819855,4,soleil-boutique-278744
278840,Kibbutz Moran Country Lodging,Kibbutz Moran,1,20107,97246987310,,32.92110062,35.39479828,3,kibbutz-moran-country-lodging-278840
280017,Gilboa Guest House - Benharim,Gidona,1,1912000,,,32.55120087,35.3567009,3,gilboa-guest-house-benharim-280017
280175,Flower Trail Apartments,Various Addresses,1,,,,32.08060074,34.77149963,4,flower-trail-apartments-280175
280567,Atara Lodge,Ha- aliyah 8B,1,13805,,,32.96569824,35.49580002,4,atara-lodge-280567
284450,Acco Beach Hotel,"1 HAARBAA ROAD , AKKO",1,,97249957999,9729919074,32.92089844,35.07690048,4,acco-beach-hotel-284450
284453,Nir Ezion Hotel Resort,"KIBUTZ NIR EZION. D,N. NOF HAKARMEL       , NIR EZION",1,,97249845555,97249845500,32.6996994,34.99129868,4,nir-ezion-hotel-resort-284453
284721,Commodore Hotel Jerusalem,"Samuel Ben Adaya street, Mt of Olives 0, JERUSALEM",1,94101,-6270444,-6283731,31.78560066,35.24380112,4,commodore-hotel-jerusalem-284721
284798,Ambassador Hotel,"5 Nablus Road (derech Schehem),  Sheikh Jarrah",1,19186,97225412222,97225828202,31.79430008,35.23009872,4,ambassador-hotel-284798
284817,King Koresh," Harav Kuk 6, Netanya",1,,36550000,36574869,32.33060074,34.85350037,3,king-koresh-284817
284841,Herods Vitalis,"Derech Hayam 8, EILAT",1,88000,972-8-6380000,36574869,29.54820061,34.9659996,5,herods-vitalis-284841
285268,7 Kook Boutique Hotel,"7 HARAV KOOK , JERUSALEM",1,9422619,97225808068,97225806128,31.78289986,35.21900177,5,7-kook-boutique-hotel-285268
285597,The Norman Tel Aviv,23-25 Nachmani Street,1,6579441,9.72E+11,97235435556,32.0658989,34.77510071,5,the-norman-tel-aviv-285597
285695,Frank Naharia,4 Ha'aliya Street,1,22381,-9919310,36574869,33.0080986,35.09080124,2,frank-naharia-285695
285707,Leonardo Plaza Ashdod,"HAYAM HATICHON BULVARD 183, ASHDOD",1,,-6352571,97239181989,31.77099991,34.62080002,4,leonardo-plaza-ashdod-285707
285709,Market House - An Atlas Boutique Hotel,5 Beit Eshel St.,1,6802505,97237974000,97237974001,32.05390167,34.75680161,4,market-house-an-atlas-boutique-hotel-285709
286202,Europe Hotel TIberias,"HaPalmach St 3, Tiberias",1,,-6169031,,32.79029846,35.53979874,0,europe-hotel-tiberias-286202
286245,Margoa,"Gad Machnes, 9 ",1,,09-8624434,98623430,32.32920074,34.84989929,3,margoa-286245
286355,Zamenhof 31,Zamenhof 31 | Tel Aviv | Israel,1,,972-311-1111,,32.07720184,34.77840042,4,zamenhof-31-286355
286621,Villa Tehila,HaHalutsim Street,1,,,,32.97000122,35.53590012,3,villa-tehila-286621
286813,Amirim Atmosphere,94 Ha'Oranim st.,1,20115,,,32.93690109,35.45479965,3,amirim-atmosphere-286813
286834,Magic Garden Apartments Tel Aviv,Sirkin 37,1,,,,32.08029938,34.77140045,3,magic-garden-apartments-tel-aviv-286834
291112,FRISHMAN APARTMENTS,"REINES 15 ,TEL AVIV 60560",1,,972-546-571284,,32.08000183,34.77500153,2,frishman-apartments-291112
291193,DREAM-TIME GUEST HOUSE,"HARIMONIM 140 ,AMIRIM 20115",1,,04-6987346,504662642,32.93970108,35.45059967,3,dream-time-guest-house-291193
291263,NOFESH BAATIKA HOTEL,"ABBO 55 ,SAFED 1340106",1,,527602555,972-052-8969555,32.96889877,35.49110031,3,nofesh-baatika-hotel-291263
292161,BEIT AVITAL APART-HOTEL,"JAFA 141 ST. ,JERUSALEM 94342",1,,972-50-523-4105,,31.78619957,35.21089935,2,beit-avital-apart-hotel-292161
292574,Desert Iris Hotel,108 Zevi Burnstein st.,1,80500,-6299936,-6299937,30.9878006,34.92969894,4,desert-iris-hotel-292574
293409,Leonardo Negev,"4 HENRIETTA SOLD STREET, IL-84894",1,,972-8-6405444,972-3-9181902,31.24729919,34.80089951,4,leonardo-negev-293409
296585,Rosenthalis Hotel,Tet Zain 23,1,,-2040090,,32.9659996,35.49480057,0,rosenthalis-hotel-296585
296686,JERICHO RESORT VILLAGE,P.O. BOX 162 - NEAR HISHAM PALACE,1,,00972 2 2321255,97222322189,31.84959984,35.43099976,4,jericho-resort-village-296686
297672,BELMONT,KIBBUTZ DUBA D.N. HAREI YEHUDA,1,,00972 2 5347090,97225347091,31.7845993,35.12250137,4,belmont-297672
298646,Elma Hotel and Art Complex,"Ya'ir St 1, Zikhron Ya'akov",1,3094260,,,32.57770157,34.94609833,5,elma-arts-298646
299491,CAESAR PREMIER,MOBILE POST DEAD SEA -  86980 EIN BOKEK,1,,972-8-6689666,972-8-6520303,31.19260025,35.3614006,5,caesar-premier-299491
299694,HAMA'AYAN,6 PAULUS ST -  PO BOX 2787,1,,972-4-6500000,972-4-6014711,32.6935997,35.31129837,4,hamaayan-299694
300283,Intercontinental Jericho,Jericho Jerusalem Road,1,,9.70E+11,,32,35.25,0,intercontinental-jericho-300283
301301,Yarden Sea Side Apartments,"130 Ben Yehuda Street,,Tel Aviv,,Israel",1,63401,00972 77456 6038,00972 77456 6037,32.08499908,34.77249908,4,yarden-sea-side-apartments-301301
301777,Be Unique Hotel - Drinks included (Formerly Be Unique),Simtat Shfifon 3,1,88100,97289395802,97289395508,29.55699921,34.95500183,0,be-unique-formerly-be-city-marrakech-301777
305667,Ezra Hasofer 8/6 - INH 23159,????; ???? ?????; 9; 64381,1,6801345,+41 (0) 43 810 91 26,+41 (0) 43 810 91 25,32.06990051,34.76509857,3,ezra-hasofer-86-inh-23159-305667
309148,Nehemia 16 - INH 22944,????; ?????; 20; 64381,1,6560451,+41 (0) 43 810 91 26,+41 (0) 43 810 91 25,32.06900024,34.76530075,3,nehemia-16-inh-22944-309148
309981,HaYarkon 5/3 - INH 28245,????? ?'; ??????; 210; 63453,1,6340511,+41 (0) 43 810 91 26,+41 (0) 43 810 91 25,32.08909988,34.77190018,3,hayarkon-53-inh-28245-309981
311442,Ibis Styles Jerusalem Sheikh Jarrah,"IBN JUBAIR STEERT 9, JERUSALEM",1,,+972 25 78 3100,97225783129,31.79089928,35.23009872,3,ibis-styles-jerusalem-sheikh-jarrah-311442
311448,Private studio near Assuta - SFU 45726,Ramat HaHayal; Tel Aviv-Yafo; Israel,1,0,972-54-815-0045,000 000 0000,32.11339951,34.83679962,3,private-studio-near-assuta-sfu-45726-311448
311888,Yam,16 Kaf Gimel Yordei ha-Sira St,1,6350818,972-3-5425555,97237608920,32.09619904,34.77489853,0,yam-311888
312001,Maris Hotel,"40 HANAMAL STREET, HAIFA , HAIFA",1,3303205,9.73E+11,9.73E+11,32.82040024,34.99890137,3,maris-hotel-312001
312780,ELLA RESIDENCE APARTHOTEL,"HADISHON 21 ,JERUSALEM 96956",1,,02-678-1925,02-641-4138,31.75270081,35.18149948,3,ella-residence-aparthotel-312780
313608,Shani Jerusalem,Darom street 6,1,,+972 2 650 98 88,97225609988,31.78030014,35.21789932,3,shani-jerusalem-313608
314013,ATLANTIS CLUB,Dead Sea,1,,,,,,5,atlantis-club-314013
314015,Aquamarine,Derekh Yotam 4,1,88103,+972(0)8-6305402,+972(0)8-6340654,29.5515995,34.95190048,3,aquamarine-314015
314094,GOLAN ROOMS AT SAGI FAMILY COUNTRY LODGING,"  Pney Golan st. Moshav Ramot,",1,,0031-23-5290759,0031-20-5248528,32.85029984,35.66519928,3,golan-rooms-at-sagi-family-country-lodging-314094
314435,Rothschild Blvd - 2 Bedroom Apartment 2nd Floor - SFU 53741,Ahad Ha'Am Street 126; Tel Aviv-Yafo; Israel,1,6425405,972-54-815-0045,000 000 0000,32.07149887,34.78039932,4,rothschild-blvd-2-bedroom-apartment-2nd-floor-sfu-53741-314435
314638,ADI Hotel,Topaz 6,1,88000,972-8-6388111,972-8-6388100,29.55139923,34.95040131,3,adi-hotel-314638
314874,Elis Hotel,Ben Gurion 43,1,932107,36550000,36574869,32.02679825,34.74129868,3,elis-hotel-314874
314996,Rothschild 22,22 Rothschild Boulevard,1,6688218,-6286,-9181020,32.06280136,34.77170181,5,rothschild-22-314996
315005,Transfer Bat-Yam Kanion - pick-up,92 Yoseftal st.,1,59641,-6551551,-6551552,32015600,34755200,0,transfer-bat-yam-kanion-pick-up-315005
315006,Transfer  Mazeva,Sderot HaAtsma'ut 67,1,,052-703-1177,,32027700,34748300,0,transfer-mazeva-315006
316081,Regina Goren,Yona Goren 1,1,,,,31.67440033,34.55569839,3,regina-goren-316081
316242,TLV88 Boutique Hotel,Ha-Yarkon St 88,1,63453,36550000,36574869,32.07780075,34.76750183,4,tlv88-boutique-hotel-316242
316263,Kikar Boutique Hotel,9 Kikar Ha'atzmaut,1,42271,972-9-8624422,972-9-8624425,32.33069992,34.85150146,4,kikar-boutique-hotel-316263
316266,Herods Herzliya,Herzliya Marina,1,46764,36550000,36574869,32.1609993,34.79330063,5,herods-herzelia-316266
318116,KIBBUTZ KALIA HOLIDAY VILLAGE,KIBBUTZKALIA,1,,97235608118,97235607710,31.74979973,35.46649933,3,kibbutz-kalia-holiday-village-318116
318831,Brown Beach House,HaYarkon St 64,1,,-7604031,-7604081,32.07529831,34.76679993,0,brown-beach-house-318831
318832,Herbert Samuel Jerusalem,Shamai 25,1,,25600600,25600600,31.78120041,35.21960068,5,herbert-samuel-jerusalem-318832
318937,Ein-Gedi Resort Hotel,Kibbutz Ein Gedi,1,86980,08-6594221/0,,31.45129967,35.38219833,3,ein-gedi-resort-hotel-318937
318940,Olive Boutique Hotel Nahariya,Sderot HaNassi Ben Tsvi 1,1,2222612,,,33.00559998,35.10079956,0,olive-boutique-hotel-nahariya-318940
318941,Hatzomet ApartHotel,Rothschild St 37,1,,36550000,36574869,,,3,hatzomet-aparthotel-318941
318950,HI Rabin - Jerusalem Hostel,"Nahman Avigad 1, Giv'at Ram",1,91390,1599510511,26796566,31.77389908,35.20080185,3,hi-rabin-jerusalem-hostel-318950
318951,Beit She'an Hostel,Sderot Menachem Begin 129,1,,1599510511,46060766,32.49629974,35.50510025,3,beit-shean-hostel-318951
318952,RON BEACH,Gdud Barak Street; Tiberias; ; ** ISRAEL**,1,14101,972-4-6791350,972-4-6791351,32.7961998,35.54079819,3,ron-beach-318952
318955,AL Boutique Hotel,16 Montefiore Street; Tel-Aviv,1,6516403,37298729,37298728,32.06489944,34.77080154,4,al-boutique-hotel-318955
318956,Dizengoff Avenue Hotel,Dizengoff 133; Tel Aviv,1,6346102,972-3-6343000,972-3-6343001,32.08200073,34.7737999,3,dizengoff-avenue-hotel-318956
318959,HI Shlomi Hostel,P.O.B 2120,1,22832,1599510511,49809163,33.07870102,35.15039825,3,hi-shlomi-hostel-318959
318960,HI Maayan Harod Hostel,P.O.B 863; Beit She'an,1,,1599510511,46531660,32.54949951,35.35839844,3,hi-maayan-harod-hostel-318960
319181,THE WHITE HOUSE HOTEL AT DIZENGOFF SQUARE,Dizengoff 89 st.,1,,36550000,36574869,32.07899857,34.77180099,3,the-white-house-hotel-at-dizengoff-square-319181
319183,Margosa Hotel,"Avraham Even Shoshan St 1, Tel Aviv-Yafo, Israel",1,6817696,+972 3 680 5050,+972 3 680 5051,32.05089951,34.75370026,1,margosa-hotel-319183
319184,HI Tel Hai Hostel,"D.N. Upper Galilee; Upper Galilee,; ; ** ISRAEL**",1,12100,1599510511,46941743,33.23320007,35.58340073,3,hi-tel-hai-hostel-319184
319194,Youth Hostel Bnei Dan,36 Bnei Dan Street; Tel Aviv; ; ** ISRAEL**,1,62260,1599510511,35441030,32.09569931,34.78820038,3,youth-hostel-bnei-dan-319194
319206,HI Pkiin Hostel,P.O.B. 910; Pkiin,1,24914,+972 2-594-5677,04-9574116,32.97610092,35.32910156,3,hi-pkiin-hostel-319206
319207,Olive Ramot Naftali,"Meshek 97 , RAMOT NAFTALI",1,,054-2341290,No Fax,33.10240173,35.55329895,2,aluma-bakfar-319207
319209,Club Hotel Eilat,"ARAVA ROAD 444 Eilat, Israel ",1,52681,+972 3-7557778,-6117720,29.54999924,34.95230103,4,club-hotel-eilat-319209
319211,HI Massada Hostel,D.N. Yam Hamelah; Massada; ; ** ISRAEL**,1,,1599510511,25945622,31.311565,35.364107,3,hi-massada-hostel-319211
319215,HI Agron - Jerusalem Hostel,Agron 6,1,94265,1599510511,9.72E+11,31.77549934,35.21849823,3,hi-agron-jerusalem-hostel-319215
319391,Lili And Blum,Lilienblum St 48,1,6513455,9.73E+11,9.73E+11,32.0625,34.77289963,0,lili-and-blum-319391
319904,21ST FLOOR 360 SUITOP,"BEN YEHUDA 34, JERUSALEM, IL",1,,972-2-6222721,972-73-7882121,31.78100014,35.21569824,4,21st-floor-360-suitop-319904
320895,HI Poriya Hostel,,1,,,,32.74850082,35.55479813,0,hi-poriya-hostel-320895
320896,HI Eilat Hostel,"Derech Mitsraim 18, Eilat.",1,88101,02-5945611,08-6375835,29.55360031,34.95460129,0,hi-eilat-hostel-320896
320898,HI Haifa Hostel,Tsviya Ve-Yitshak 18 St,1,,,,32.79430008,34.9681015,0,hi-haifa-hostel-320898
320900,HI Arad Hostel,Atad 4,1,,,,31.25550079,35.21369934,0,hi-arad-hostel-320900
320901,HI Ein Gedi Hostel,"Beit Sarah Guest House, Dead Sea",1,,02-594-5600,,31.46719933,35.39360046,0,hi-ein-gedi-hostel-320901
320902,HI Beit Shean Hostel,Sderot Menachem Begin 129,1,,,,32.49629974,35.50299835,0,hi-beit-shean-hostel-320902
320904,HI Petach Tikva Hostel,Binyamin Yahalom St 34,1,,,,32.08369827,34.87120056,0,hi-petach-tikva-hostel-320904
320905,ANA Safed,Lokhamei ha-Geta'ot St 1,1,,,,32.95780182,35.49829865,0,ana-safed-320905
320906,HI Akko Hostel,Weizman St 2,1,,,,32.92380142,35.06990051,0,hi-akko-hostel-320906
320914,Nir David Country Lodge,"Kibbutz Nir David, Nir Dawid Beit Shean, Israel",1,10803,+972 46488525,+972 46488900,32.50429916,35.45759964,3,nir-david-country-lodge-320914
320937,Spa village Hamat Gader,Hamat Gader,1,,-46659027,-46658995,32.68330002,35.6631012,4,spa-village-hamat-gader-320937
321018,Beach Apartments Tel Aviv,Various Addresses,1,63453,,,32.08729935,34.77119827,4,beach-apartments-tel-aviv-321018
321019,Paamonim,king george 4,1,,9.73E+11,97225956622,31.78289986,35.2154007,0,paamonim-321019
322252,EMILYS HOTEL,HAGALIL 66 TIBERIAS 17511,1,,972-4-6647500,,32.78390121,35.54230118,4,emilys-hotel-322252
322253,Shalom Plaza Neve Ilan,D.N. Harel Yehuda - Jerusalem Hills,1,90850,+972 253 39 339,,31.80800056,35.0760994,3,shalom-plaza-neve-ilan-322253
322254,City Apartments Eilat,Derekh yotam st. 6005 Eilat,1,88203,97286338361,9.73E+11,29.55330086,34.9496994,4,city-apartments-eilat-322254
326337,AtlantisIntest,Rothchild 29,1,,972-3-6552500,,,,0,atlantisintest-326337
326656,Cucu,Dizengoff St 83,1,,97237755777,97237755770,32.07720184,34.77199936,0,cucu-326656
326660,Port and Blue TLV suites Hotel,Tsidon 1,1,6350835,9.72E+11,9.72E+11,32.09690094,34.77489853,4,port-and-blue-tlv-suites-hotel-326660
326668,star apartments tlv,Dizengoff 89,1,,,,32.07870102,34.7737999,0,star-apartments-tlv-326668
326669,SEA PRINCESS MOTEL,Retamim Street 136,1,,972- 08- 9102330,972- 08- 9102333,29.55780029,34.95069885,0,sea-princess-motel-326669
326671,STAR APRATMENTS PETCH TIKVA,,1,,,,,,0,star-apratments-petch-tikva-326671
326792,Blue,Ofarim St 3,1,,86326601,,29.55830002,34.95220184,0,blue-326792
326793,Hotel 75,Allenby St 75,1,,9.72E+11,97235206620,32.06760025,34.77109909,0,hotel-75-326793
327117,YMCA THREE ARCHES,"26 KING DAVID STREET, JERUSALEM, IL",1,,-5691725,-6234222,31.77429962,35.22200012,3,ymca-three-arches-327117
327271,Havaya Galilee Tiberias (Sea Of Galilee),Zeidel 13,1,14222,,,32.79750061,35.5298996,0,havaya-galilee-tiberias-sea-of-galilee-327271
327878,Beit Shmuel,Eliyahu Shama 6,1,,97226203555,97226203467,31.77619934,35.22169876,0,beit-shmuel-327878
328311,Gordon Inn APRT hotel (formerly TLV 77),Ben Yehuda St 77,1,6343503,36550000,36574869,32.08129883,34.77059937,0,gordon-inn-aprt-hotel-formerly-tlv-77-328311
328376,Crown Sea Hostel Tel Aviv,Yona HaNavi St 7,1,,,,32.07289886,34.76549911,0,crown-sea-hostel-tel-aviv-328376
328377,Villa Kibel,18 Peres st.,1,,972-8-637-691,,29.55439949,34.94329834,0,villa-kibel-328377
328379,Allenby 2 Bed & Breakfast Jerusalem,Allenby Square 2,1,,,,31.78969955,35.20429993,0,allenby-2-bed-breakfast-jerusalem-328379
328415,The Post Hostel,23 Jaffa Street,1,9199907,97225813222,97225813223,31.78039932,35.22230148,2,the-post-hostel-328415
328427,Bat Galim Boutique Hotel,Yonatan St 10,1,3501255,97246037800,97246037813,32.83240128,34.97829819,0,bat-galim-boutique-hotel-328427
328439,La Villa Eilat,Mishol Habushim 1,1,88000,,,29.54290009,34.93859863,3,la-villa-eilat-328439
329156,RON,"Derech Hativat Yiftah, Safed",1,,,,32.96969986,35.49530029,0,ron-329156
329160,Miami Hotel,"24 Nordow street Ashdod,",1,,,,,,0,miami-hotel-329160
329163,ARTISTS COLONY INN,"Yud Zayin St, Safed, 13231",1,,,,,,0,artists-colony-inn-329163
329167,Saint Andrews Scottish Guesthouse,David Remez St 1,1,,02-6732401,,,,0,saint-andrews-scottish-guesthouse-329167
329168,LUTHERAN GUEST HOUSE,7 Saint Mark's Rd,1,,02-6266888,,,,0,lutheran-guest-house-329168
329170,CASA VITAL,Herzl St 168,1,74085,,,,,0,casa-vital-329170
329171,Desert Shade Eco Lodge,"40, Mitzpe Ramon",1,80600,,,,,0,desert-shade-eco-lodge-329171
329173,Apropo Hotel,Tel Hashomer,1,,,,,,0,apropo-hotel-329173
329175,CLARIDGE,Beit Hanina,1,,,,,,0,claridge-329175
329176,CASA NOVA HOSTEL NAZARETH,Casa Nova Street,1,1610001,,,,,0,casa-nova-hostel-nazareth-329176
329177,RESTAL,Judah Halevi,1,,04-6790555,04-6720006,,,0,restal-329177
329178,Shulamit Yard,33 Halutzim st,1,,972(0)46860653,,,,0,shulamit-yard-329178
329182,Comfort Hotel,"Sderot Hativat HaNegev 14, Eilat",1,8801214,972-8-6363222,972-8-6363200,29.55760002,34.95270157,3,comfort-hotel-329182
329183,Ben Hillel Boutique Hotel,3 Ben Hillel Street,1,9423103,,,31.78219986,35.21730042,0,ben-hillel-boutique-hotel-329183
329656,Kibbutz Ortal,"kibbutz Ortal,Golan Heights",1,1243000,04-6960808,,33.0868988,35.7594986,0,kibbutz-ortal-329656
329657,Sironit,Eliezer Kaplan ST,1,14121,04-6791142,,32.77669907,35.54550171,0,sironit-329657
329658,Ein Zivan,"Kibbutz Ein Zivan,Golan Heights",1,1242600,04-6993610,04-6993611,33.09500122,35.7947998,0,ein-zivan-329658
329666,Golden Crown Haifa,"Derech Jaffa 115, Haifa",1,3541410,04-6393000,46393010,32.82350159,34.99169922,0,golden-crown-haifa-329666
329668,Crown Sea Apartments,7 Yona Ha-Navi,1,,972-3510-2310,972-3-5102329,32.07300186,34.76539993,0,crown-sea-apartments-329668
329716,HAYARKON 48,"Ha-Yarkon St 48, Tel Aviv-Yafo",1,,,,32.07289886,34.76620102,0,hayarkon-48-329716
329717,hapina shel michal,"35 Sderot Rothschild, Mazkeret Batya, 76804, Israel",1,76804,08-934-0415,,31.85440063,34.8382988,0,hapina-shel-michal-329717
329737,The Village - Jordan Riverside Travel Hotel,Sde Nehemia,1,12145,+972 747807000,+972 46947449,33.18510056,35.18510056,4,the-village-329737
329743,The Lusky  Great Small Hotel,84 Ha - Yarkon,1,6343243,36550000,36574869,32.07740021,34.76729965,4,the-lusky-great-small-hotel-329743
329745,Jerusalem Hostel,,1,,,,,,0,jerusalem-hostel-329745
329749,David Tower Hotel,King David St 8,1,4211503,(+972)93730013,+972)93730016,32.3317221,34.8515544,0,david-tower-hotel-329749
329786,White Villa Tel Aviv,25 Ben Zion Boulevard,1,,97236028870,97236028869,32.07289886,34.77769852,0,white-villa-tel-aviv-329786
329795,Gordonia Private Hotel - Adults Only,Maale Hachamisha,1,,,,31.81629944,35.11040115,0,gordonia-private-hotel-adults-only-329795
333021,Aviva Resort,Hatavor,1,,509898117,,,,0,aviva-resort-333021
333823,Ultra Hotel Tel Aviv,HAYARKON 78,1,,03-5430430,,32.07681,34.7671,0,ultratlv-333823
334477,Golden Suites,"Yokhanan Ben Zakai St.,corner of Yarden St,Tiberias,,IL",1,,97246560050,,32.7881012,35.53879929,3,golden-suites-334477
